ns=3;s="DB_OPC_UA"."GLOBAL_DATEN"."Systemdruck":::3.617621660232544:::00:00:00.000000:::float
ns=3;s="DB_OPC_UA"."IMS_1_M0000000"."I_Eingaenge"."I_IMS1_IL":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_1_M0000000"."I_Eingaenge"."I_IMS1_IR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_1_M0000000"."Q_Ausgaenge"."Q_IMS1_QR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_1_M0000000"."Q_Ausgaenge"."Q_IMS1_QS":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."I_Eingaenge"."I_IMS3A_B3":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."I_Eingaenge"."I_IMS3A_B4":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."I_Eingaenge"."I_IMS3A_IL":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."I_Eingaenge"."I_IMS3A_IR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."Q_Ausgaenge"."Q_IMS3A_M1":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."Q_Ausgaenge"."Q_IMS3A_M2":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."Q_Ausgaenge"."Q_IMS3A_QR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."Q_Ausgaenge"."Q_IMS3A_QS":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."I_Eingaenge"."I_IMS3B_B3":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."I_Eingaenge"."I_IMS3B_B4":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."I_Eingaenge"."I_IMS3B_IL":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."I_Eingaenge"."I_IMS3B_IR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."Q_Ausgaenge"."Q_IMS3B_M1":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."Q_Ausgaenge"."Q_IMS3B_M2":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."Q_Ausgaenge"."Q_IMS3B_QR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."Q_Ausgaenge"."Q_IMS3B_QS":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."I_Eingaenge"."I_IMS4A_B3":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."I_Eingaenge"."I_IMS4A_B4":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."I_Eingaenge"."I_IMS4A_IL":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."I_Eingaenge"."I_IMS4A_IR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."Q_Ausgaenge"."Q_IMS4A_M1":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."Q_Ausgaenge"."Q_IMS4A_M2":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."Q_Ausgaenge"."Q_IMS4A_QR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."Q_Ausgaenge"."Q_IMS4A_QS":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."I_Eingaenge"."I_IMS4B_B3":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."I_Eingaenge"."I_IMS4B_B4":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."I_Eingaenge"."I_IMS4B_IL":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."I_Eingaenge"."I_IMS4B_IR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."Q_Ausgaenge"."Q_IMS4B_M1":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."Q_Ausgaenge"."Q_IMS4B_M2":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."Q_Ausgaenge"."Q_IMS4B_QR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."Q_Ausgaenge"."Q_IMS4B_QS":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_B3":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_B4":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_B5":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_B6":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_IL":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_IR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."Q_Ausgaenge"."Q_IMS5A_M1":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."Q_Ausgaenge"."Q_IMS5A_M2":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."Q_Ausgaenge"."Q_IMS5A_QR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."Q_Ausgaenge"."Q_IMS5A_QS":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_B3":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_B4":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_B5":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_B6":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_IL":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_IR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."Q_Ausgaenge"."Q_IMS5B_M1":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."Q_Ausgaenge"."Q_IMS5B_M2":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."Q_Ausgaenge"."Q_IMS5B_QR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."Q_Ausgaenge"."Q_IMS5B_QS":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_B3":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_B4":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_B5":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_B6":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_B7":::1:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_IL":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_IR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_M1":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_M2":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_M3":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_M4":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_QR":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_QS":::0:::00:00:00.000000:::bool
ns=3;s="DB_OPC_UA"."Qi_CHARGER"."Ladetemperatur_PT100":::0.0:::00:00:00.000000:::float
ns=3;s="DB_OPC_UA"."GLOBAL_DATEN"."Systemdruck":::3.617621660232544:::00:00:00.220433:::float
ns=3;s="DB_OPC_UA"."IMS_1_M0000000"."I_Eingaenge"."I_IMS1_IL":::0:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_1_M0000000"."I_Eingaenge"."I_IMS1_IR":::0:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_1_M0000000"."Q_Ausgaenge"."Q_IMS1_QR":::0:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_1_M0000000"."Q_Ausgaenge"."Q_IMS1_QS":::0:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."I_Eingaenge"."I_IMS3A_B3":::1:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."I_Eingaenge"."I_IMS3A_B4":::1:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."I_Eingaenge"."I_IMS3A_IL":::1:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."I_Eingaenge"."I_IMS3A_IR":::0:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."Q_Ausgaenge"."Q_IMS3A_M1":::0:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."Q_Ausgaenge"."Q_IMS3A_M2":::0:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."Q_Ausgaenge"."Q_IMS3A_QR":::0:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."Q_Ausgaenge"."Q_IMS3A_QS":::0:::00:00:00.221409:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."I_Eingaenge"."I_IMS3B_B3":::1:::00:00:00.426862:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."I_Eingaenge"."I_IMS3B_B4":::1:::00:00:00.426862:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."I_Eingaenge"."I_IMS3B_IL":::0:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."I_Eingaenge"."I_IMS3B_IR":::0:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."Q_Ausgaenge"."Q_IMS3B_M1":::0:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."Q_Ausgaenge"."Q_IMS3B_M2":::0:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."Q_Ausgaenge"."Q_IMS3B_QR":::0:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."Q_Ausgaenge"."Q_IMS3B_QS":::0:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."I_Eingaenge"."I_IMS4A_B3":::1:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."I_Eingaenge"."I_IMS4A_B4":::1:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."I_Eingaenge"."I_IMS4A_IL":::0:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."I_Eingaenge"."I_IMS4A_IR":::0:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."Q_Ausgaenge"."Q_IMS4A_M1":::0:::00:00:00.427859:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."Q_Ausgaenge"."Q_IMS4A_M2":::0:::00:00:00.632314:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."Q_Ausgaenge"."Q_IMS4A_QR":::0:::00:00:00.632314:::bool
ns=3;s="DB_OPC_UA"."IMS_4A_M0009681"."Q_Ausgaenge"."Q_IMS4A_QS":::0:::00:00:00.632314:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."I_Eingaenge"."I_IMS4B_B3":::1:::00:00:00.632314:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."I_Eingaenge"."I_IMS4B_B4":::1:::00:00:00.633270:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."I_Eingaenge"."I_IMS4B_IL":::0:::00:00:00.633270:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."I_Eingaenge"."I_IMS4B_IR":::0:::00:00:00.633270:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."Q_Ausgaenge"."Q_IMS4B_M1":::0:::00:00:00.633270:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."Q_Ausgaenge"."Q_IMS4B_M2":::0:::00:00:00.633270:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."Q_Ausgaenge"."Q_IMS4B_QR":::0:::00:00:00.633270:::bool
ns=3;s="DB_OPC_UA"."IMS_4B_M0009681"."Q_Ausgaenge"."Q_IMS4B_QS":::0:::00:00:00.633270:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_B3":::1:::00:00:00.633270:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_B4":::1:::00:00:00.633270:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_B5":::0:::00:00:00.846750:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_B6":::1:::00:00:00.846750:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_IL":::0:::00:00:00.846750:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."I_Eingaenge"."I_IMS5A_IR":::0:::00:00:00.846750:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."Q_Ausgaenge"."Q_IMS5A_M1":::0:::00:00:00.846750:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."Q_Ausgaenge"."Q_IMS5A_M2":::0:::00:00:00.847738:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."Q_Ausgaenge"."Q_IMS5A_QR":::0:::00:00:00.847738:::bool
ns=3;s="DB_OPC_UA"."IMS_5A_M0009682"."Q_Ausgaenge"."Q_IMS5A_QS":::0:::00:00:00.847738:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_B3":::1:::00:00:00.847738:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_B4":::1:::00:00:00.847738:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_B5":::0:::00:00:00.847738:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_B6":::1:::00:00:00.847738:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_IL":::0:::00:00:00.847738:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."I_Eingaenge"."I_IMS5B_IR":::0:::00:00:00.847738:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."Q_Ausgaenge"."Q_IMS5B_M1":::0:::00:00:01.050207:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."Q_Ausgaenge"."Q_IMS5B_M2":::0:::00:00:01.050207:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."Q_Ausgaenge"."Q_IMS5B_QR":::0:::00:00:01.050207:::bool
ns=3;s="DB_OPC_UA"."IMS_5B_M0009682"."Q_Ausgaenge"."Q_IMS5B_QS":::0:::00:00:01.050207:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_B3":::1:::00:00:01.050207:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_B4":::1:::00:00:01.050207:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_B5":::0:::00:00:01.050207:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_B6":::0:::00:00:01.050207:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_B7":::1:::00:00:01.050207:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_IL":::0:::00:00:01.051207:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."I_Eingaenge"."I_IMS7_IR":::0:::00:00:01.051207:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_M1":::0:::00:00:01.051207:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_M2":::0:::00:00:01.051207:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_M3":::0:::00:00:01.265579:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_M4":::0:::00:00:01.265579:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_QR":::0:::00:00:01.265579:::bool
ns=3;s="DB_OPC_UA"."IMS_7_M0000000"."Q_Ausgaenge"."Q_IMS7_QS":::0:::00:00:01.265579:::bool
ns=3;s="DB_OPC_UA"."Qi_CHARGER"."Ladetemperatur_PT100":::0.0:::00:00:01.265579:::float
ns=3;s="DB_OPC_UA"."GLOBAL_DATEN"."Systemdruck":::3.6168980598449707:::00:00:02.465372:::float
ns=3;s="DB_OPC_UA"."GLOBAL_DATEN"."Systemdruck":::3.617983102798462:::00:00:03.472681:::float
ns=3;s="DB_OPC_UA"."GLOBAL_DATEN"."Systemdruck":::3.617621660232544:::00:00:04.479021:::float
ns=3;s="DB_OPC_UA"."GLOBAL_DATEN"."Systemdruck":::3.617983102798462:::00:00:10.470398:::float
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."I_Eingaenge"."I_IMS3A_IL":::0:::00:00:10.470398:::bool
ns=3;s="DB_OPC_UA"."IMS_3A_M0009680"."Q_Ausgaenge"."Q_IMS3A_QR":::1:::00:00:10.470398:::bool
ns=3;s="DB_OPC_UA"."IMS_3B_M0009680"."Q_Ausgaenge"."Q_IMS3B_QR":::1:::00:00:10.470398:::bool
ns=3;s="DB_OPC_UA"."GLOBAL_DATEN"."Systemdruck":::3.617621660232544:::00:00:11.481638:::float
